order_id,customer_id,order_date,product_id,product_name,category,price,quantity,discount,payment_method,region,channel,record_status
ORD000028,C0196,2026-07-26,A003,캡,패션,25000,5,0.0,카카오페이,경기,Web,verified
ORD000029,C0097,2026-07-30,A001,티셔츠,패션,29000,4,0.1,카드,대전,App,verified
ORD000030,C0129,2026-07-05,L006,머그컵,생활,14000,4,0.0,카드,경기,App,verified
ORD000031,C0232,2026-07-07,L004,디퓨저,생활,28000,2,0.15,카카오페이,대전,Web,verified
ORD000032,C0065,2026-07-05,F005,초콜릿,식품,8000,1,0.0,카카오페이,서울,App,verified
ORD000033,C0067,2026-07-22,F001,원두,식품,18000,2,0.0,카드,부산,App,verified
ORD000034,C0295,2026-07-24,S006,메모지,문구,2500,4,0.0,네이버페이,경기,Web,verified
ORD000035,C0236,2026-07-02,F005,초콜릿,식품,8000,5,0.1,카드,대구,App,verified
ORD000036,C0049,2026-07-31,F003,스낵 세트,식품,15000,2,0.0,카드,서울,App,verified
ORD000037,C0088,2026-07-22,S001,노트,문구,4500,6,0.05,계좌이체,부산,Web,verified
ORD000038,C0126,2026-07-13,A003,캡,패션,25000,1,0.0,네이버페이,서울,Web,verified
ORD000039,C0200,2026-07-13,S005,바인더,문구,6500,5,0.1,카드,대구,Web,verified
ORD000040,C9001,2026-07-19,E001,키보드,전자기기,49000,5,,카드,대구,Web,verified
ORD000041,C0279,2026-07-25,L002,데스크 램프,생활,39000,2,0.0,네이버페이,경기,Web,verified
ORD000042,C0216,2026-07-12,F006,견과류,식품,13000,2,0.05,네이버페이,서울,Web,verified
ORD000043,C0008,2026-07-12,L001,텀블러,생활,22000,4,0.0,계좌이체,대전,App,verified
ORD000044,C0210,2026-07-07,E005,USB 허브,전자기기,39000,5,0.05,카드,부산 ,Web,verified
ORD000045,C0163,2026-07-03,F003,스낵 세트,식품,15000,2,0.0,카드,경기,App,verified
ORD000046,C0199,2026-07-11,S004,플래너,문구,12000,7,0.0,카드,부산,Web,verified
ORD000047,C0042,2026-07-11,F006,견과류,식품,13000,2,0.05,카드,경기,App,verified
ORD000048,C0001,2026-07-25,F006,견과류,식품,13000,1,0.15,카드,대전,App,verified
ORD000049,C0254,2026-07-22,E001,키보드,전자기기,49000,2,0.05,네이버페이,서울,Web,verified
ORD000050,C0118,2026-07-09,A005,스니커즈,패션,119000,1,0.1,기타,대구,App,verified
ORD000051,C0067,2026-07-08,F002,티 세트,식품,12000,1,0.05,기타,부산,App,verified
ORD000052,C0048,2026-07-02,L003,정리함,생활,19000,5,0.0,카드,경기,Web,verified
ORD000053,C0073,2026-07-26,F003,스낵 세트,식품,15000,3,0.0,네이버페이,서울,App,verified
ORD000054,C0007,2026-07-29,E005,USB 허브,전자기기,39000,5,0.05,계좌이체,서울,App,verified
ORD000055,C0105,2026-07-09,F006,견과류,식품,13000,3,0.1,네이버페이,경기,App,verified
ORD000056,C0136,2026-07-31,S006,메모지,문구,2500,4,0.0,카드,경기,Web,verified
ORD000057,C0216,2026-07-15,A003,캡,패션,25000,1,0.0,카드,경기,Web,verified
ORD000058,C0104,2026-07-28,S005,바인더,문구,6500,4,0.0,계좌이체,대전,App,verified
ORD000059,C0295,2026-07-25,F001,원두,식품,18000,2,0.0,카드,서울,Web,verified
ORD000060,C0115,2026-07-01,F001,원두,식품,18000,2,0.0,기타,대전,Web,verified
ORD000061,C0069,2026-07-11,L005,쿠션,생활,35000,2,0.0,카드,대구,App,verified
ORD000062,C0046,2026-07-30,A003,캡,패션,25000,1,0.0,카드,경기,App,verified
ORD000063,C0096,2026-07-09,S002,펜,문구,1800,6,0.0,카카오페이,대구,App,verified
ORD000064,C0206,2026-07-16,E002,마우스,전자기기,29000,3,0.0,네이버페이,경기,App,verified
ORD000065,C0218,2026-07-19,F002,티 세트,식품,12000,3,0.1,계좌이체,부산,App,verified
ORD000066,C0205,2026-07-16,F001,원두,식품,18000,2,0.0,카드,서울,App,verified
ORD000067,C0061,2026-07-05,A002,후드,패션,69000,2,0.0,카드,대전,App,verified
ORD000068,C0192,2026-07-14,E006,이어폰,전자기기,129000,3,0.0,카카오페이,경기,Web,verified
ORD000069,C0094,2026-07-04,E002,마우스,전자기기,29000,3,0.05,카드,경기,App,verified
ORD000070,C0220,2026-07-24,A001,티셔츠,패션,29000,3,0.0,카카오페이,,Web,verified
ORD000071,C0195,2026-07-07,S005,바인더,문구,6500,4,0.0,카드,광주,App,verified
ORD000072,C0264,2026-07-14,S002,펜,문구,1800,6,0.0,카카오페이,서울,App,verified
ORD000073,C0075,2026-07-09,F003,스낵 세트,식품,15000,2,0.0,카드,부산,Web,verified
ORD000074,C0221,2026-07-30,L001,텀블러,생활,22000,6,0.2,카카오페이,서울,App,verified
ORD000075,C0293,2026-07-07,A001,티셔츠,패션,29000,4,0.1,카카오페이,대전,Web,verified
ORD000076,C0250,2026-07-12,E005,USB 허브,전자기기,39000,5,0.05,네이버페이,경기,App,verified
ORD000077,C0275,2026-07-16,E002,마우스,전자기기,29000,3,0.0,네이버페이,부산,App,verified
ORD000078,C0116,2026-07-01,F003,스낵 세트,식품,15000,2,0.0,네이버페이,대전,App,verified
ORD000079,C0141,2026-07-30,L003,정리함,생활,19000,5,0.0,카카오페이,광주,Web,verified
ORD000080,C0132,2026-07-03,A004,토트백,패션,32000,5,0.0,카드,경기,App,verified
ORD000081,C0245,2026-07-23,F005,초콜릿,식품,8000,1,0.0,카드,부산,App,verified
ORD000082,C0005,2026-07-03,F004,그래놀라,식품,11000,1,0.0,계좌이체,서울,Web,verified
ORD000083,C0293,2026-07-12,E003,모니터,전자기기,239000,1,,카카오페이,대전,Web,verified
ORD000084,C0256,2026-07-09,E006,이어폰,전자기기,129000,1,0.0,카드,대구,Web,verified
ORD000085,C0119,2026-07-16,L001,텀블러,생활,22000,1,0.0,카드,서울,App,verified
ORD000086,C0090,2026-07-24,L004,디퓨저,생활,28000,2,0.15,카카오페이,부산 ,App,verified
ORD000087,C0272,2026-07-21,L003,정리함,생활,19000,2,0.2,카드,경기,Web,verified
ORD000088,C0103,2026-07-13,S001,노트,문구,4500,8,0.0,카드,경기,Web,verified
ORD000089,C0282,2026-07-22,F006,견과류,식품,13000,2,0.05,카카오페이,서울,Web,verified
ORD000090,C0213,2026-07-01,A005,스니커즈,패션,119000,1,0.1,카드,서울,Web,verified
ORD000091,C0029,2026-07-14,L001,텀블러,생활,22000,6,0.2,카드,경기,Web,verified
ORD000092,C0113,2026-07-01,F001,원두,식품,18000,2,0.0,카드,대전,Web,verified
ORD000093,C0189,2026-07-11,L001,텀블러,생활,22000,4,0.0,카카오페이,서울,App,verified
ORD000094,C0016,2026-07-19,E001,키보드,전자기기,49000,1,0.0,카드,대전,App,verified
ORD000095,C0041,2026-07-22,F003,스낵 세트,식품,15000,2,0.0,네이버페이,대전,Web,verified
ORD000096,C0115,2026-07-08,F005,초콜릿,식품,8000,4,0.15,카드,서울,Web,verified
ORD000097,C0029,2026-07-21,S005,바인더,문구,6500,1,,계좌이체,경기,App,verified
ORD000098,C0021,2026-07-29,L003,정리함,생활,19000,6,0.05,네이버페이,부산,Web,verified
ORD000099,C0297,2026-07-30,E005,USB 허브,전자기기,39000,5,0.05,네이버페이,광주,Web,verified
ORD000100,C0108,2026-07-13,E006,이어폰,전자기기,129000,1,0.0,카카오페이,서울,App,verified
ORD000101,C0213,2026-07-18,E002,마우스,전자기기,29000,3,0.0,카카오페이, 대전,Web,verified
ORD000102,C0016,2026-07-20,F006,견과류,식품,13000,3,0.1,카드,서울,App,verified
ORD000103,C0085,2026-07-01,L003,정리함,생활,19000,6,0.0,카카오페이,광주,App,verified
ORD000104,C0218,2026-07-02,A002,후드,패션,69000,2,0.0,카카오페이,경기,App,verified
ORD000105,C0215,2026-07-14,E005,USB 허브,전자기기,39000,5,0.05,카드,서울,App,verified
ORD000106,C0246,2026-07-23,F001,원두,식품,18000,2,0.0,카드,경기,Web,verified
ORD000107,C0184,2026-07-30,A001,티셔츠,패션,29000,4,0.1,카카오페이,경기,Web,verified
ORD000108,C0026,2026-07-24,F002,티 세트,식품,12000,3,0.1,카카오페이,경기,Web,verified
ORD000109,C0048,2026-07-01,A003,캡,패션,25000,1,0.0,카드,서울,App,verified
ORD000110,C0217,2026-07-01,S002,펜,문구,1800,6,0.0,카드,대전,App,verified
ORD000111,C0063,2026-07-04,A002,후드,패션,69000,2,0.0,계좌이체,경기,Web,verified
ORD000112,C0115,2026-07-15,L005,쿠션,생활,35000,2,0.0,네이버페이,서울 ,App,verified
ORD000113,C0204,2026-07-05,E003,모니터,전자기기,239000,1,,네이버페이,서울,App,verified
ORD000114,C0256,2026-07-13,S005,바인더,문구,6500,5,,카드,경기,App,verified
ORD000115,C0053,2026-07-08,S003,형광펜,문구,3200,3,0.0,카드,경기,App,verified
ORD000116,C0212,2026-07-22,F005,초콜릿,식품,8000,1,0.0,카드,대전,App,verified
ORD000117,C0083,2026-07-29,F006,견과류,식품,13000,3,0.1,네이버페이,대구,Web,verified
ORD000118,C0147,2026-07-17,S002,펜,문구,1800,6,0.0,네이버페이,광주,Web,verified
ORD000119,C0036,2026-07-15,L004,디퓨저,생활,28000,2,0.15,카카오페이,경기,Web,verified
ORD000120,C0226,2026-07-10,S005,바인더,문구,6500,4,0.0,카카오페이,경기,Web,verified
ORD000121,C0291,2026-07-30,S002,펜,문구,1800,3,0.05,카카오페이,경기,App,verified
ORD000122,C0245,2026-07-28,S003,형광펜,문구,3200,3,0.0,카카오페이,서울,App,verified
ORD000123,C0200,2026-07-29,L004,디퓨저,생활,28000,2,0.15,카드,경기,App,verified
ORD000124,C0034,2026-07-08,L004,디퓨저,생활,28000,2,0.15,카카오페이,대전,App,verified
ORD000125,C0116,2026-07-21,F005,초콜릿,식품,8000,1,0.0,네이버페이,부산,Web,verified
ORD000126,C0217,2026-07-17,F001,원두,식품,18000,2,0.0,카카오페이,부산,Web,verified
ORD000127,C0299,2026-07-07,A001,티셔츠,패션,29000,4,0.1,기타,경기,Web,verified
ORD000128,C0213,2026-07-11,E004,웹캠,전자기기,89000,5,0.2,카카오페이,서울,Web,verified
ORD000129,C0277,2026-07-08,L004,디퓨저,생활,28000,2,0.15,카드,서울,Web,verified
ORD000130,C0135,2026-07-28,E006,이어폰,전자기기,129000,1,0.0,네이버페이,서울,App,verified
ORD000131,C0017,2026-07-13,L004,디퓨저,생활,28000,2,0.15,네이버페이,부산,App,verified
ORD000132,C0281,2026-07-22,A005,스니커즈,패션,119000,1,0.1,카드,경기,App,verified
ORD000133,C0048,2026-07-29,S002,펜,문구,1800,6,0.0,카카오페이,대구,Web,verified
ORD000134,C0004,2026-07-06,F001,원두,식품,18000,2,0.0,계좌이체,서울,Web,verified
ORD000135,C0257,2026-07-28,L002,데스크 램프,생활,39000,2,0.0,카드,광주,Web,verified
ORD000136,C0252,2026-07-10,F003,스낵 세트,식품,15000,2,0.0,카카오페이,대구,App,verified
ORD000137,C0288,2026-07-18,S001,노트,문구,4500,4,0.1,카드,대구,Web,verified
ORD000138,C0260,2026-07-02,S005,바인더,문구,6500,4,0.0,카드,경기,App,verified
ORD000139,C0102,2026-07-30,S006,메모지,문구,2500,4,0.0,계좌이체,부산,App,verified
ORD000140,C0259,2026-07-23,F002,티 세트,식품,12000,3,0.1,카드,부산,App,verified
ORD000141,C0299,2026-07-20,F004,그래놀라,식품,11000,1,0.0,기타,서울,App,verified
ORD000142,C0212,2026-07-12,L004,디퓨저,생활,28000,2,0.15,네이버페이,대전,App,verified
ORD000143,C0286,2026-07-23,S006,메모지,문구,2500,4,0.0,카카오페이,부산,Web,verified
ORD000144,C0113,2026-07-05,L005,쿠션,생활,35000,2,0.0,카드,서울,App,verified
ORD000145,C0186,2026-07-01,A006,재킷,패션,149000,1,0.2,카드,대구,App,verified
ORD000146,C0140,2026-07-28,S006,메모지,문구,2500,4,0.0,카드,대전,Web,verified
ORD000147,C0028,2026-07-13,S001,노트,문구,4500,6,0.05,계좌이체,대구,App,verified
ORD000148,C0052,2026-07-12,L005,쿠션,생활,35000,2,0.0,네이버페이,서울,Web,verified
ORD000149,C0012,2026-07-16,F006,견과류,식품,13000,2,0.0,카드,부산,App,verified
ORD000150,C0233,2026-07-17,F003,스낵 세트,식품,15000,2,0.0,카드,서울,Web,verified
ORD000151,C0111,2026-07-30,L006,머그컵,생활,14000,6,0.0,카드,서울,App,verified
ORD000152,C0154,2026-07-04,F005,초콜릿,식품,8000,1,0.0,기타,경기,App,verified
ORD000153,C0294,2026-07-15,L003,정리함,생활,19000,5,0.0,카드,경기,App,verified
ORD000154,C0231,2026-07-08,A001,티셔츠,패션,29000,2,0.15,카드,서울 ,Web,verified
ORD000155,C0035,2026-07-16,F001,원두,식품,18000,2,0.0,카카오페이,경기,App,verified
ORD000156,C0105,2026-07-13,A002,후드,패션,69000,2,0.0,카드, 경기 ,Web,verified
ORD000157,C0016,2026-07-14,F005,초콜릿,식품,8000,1,0.0,계좌이체,대구,App,verified
ORD000158,C0227,2026-07-23,S004,플래너,문구,12000,7,0.05,카카오페이,서울,App,verified
ORD000159,C0256,2026-07-04,E001,키보드,전자기기,49000,4,0.0,네이버페이,부산,App,verified
ORD000160,C0135,2026-07-29,S002,펜,문구,1800,6,0.0,기타,경기,App,verified
ORD000161,C0093,2026-07-01,F002,티 세트,식품,12000,3,0.1,네이버페이,광주,Web,verified
ORD000162,C0135,2026-07-24,A002,후드,패션,69000,2,0.0,계좌이체,부산,App,verified
ORD000163,C9002,2026-07-30,L003,정리함,생활,19000,5,0.0,카드,경기,App,verified
ORD000164,C0036,2026-07-10,F005,초콜릿,식품,8000,1,0.0,카드,서울,Web,verified
ORD000165,C0040,2026-07-23,A005,스니커즈,패션,119000,2,0.0,카카오페이,서울,Web,verified
ORD000166,C0092,2026-07-23,S001,노트,문구,4500,4,0.1,카드,대전,App,verified
ORD000167,C0015,2026-07-28,S001,노트,문구,4500,8,0.0,카드,서울,Web,verified
ORD000168,C0273,2026-07-31,F003,스낵 세트,식품,15000,2,0.0,카카오페이,경기,App,verified
ORD000169,C0149,2026-07-16,L001,텀블러,생활,22000,4,0.0,카드,서울,Web,verified
ORD000170,C0118,2026-07-31,F003,스낵 세트,식품,15000,3,0.0,카카오페이,,App,verified
ORD000171,C0110,2026-07-20,S003,형광펜,문구,3200,3,0.0,카드,서울,Web,verified
ORD000172,C0104,2026-07-10,S002,펜,문구,1800,6,0.0,카드,서울,App,verified
ORD000173,C0160,2026-07-22,F006,견과류,식품,13000,3,0.1,카드,서울,Web,verified
ORD000174,C0154,2026-07-18,L002,데스크 램프,생활,39000,2,0.0,카카오페이,부산,Web,verified
ORD000175,C0024,2026-07-21,F002,티 세트,식품,12000,3,0.1,카카오페이,대전,Web,verified
ORD000176,C0224,2026-07-18,E002,마우스,전자기기,29000,3,0.0,네이버페이,서울,App,verified
ORD000177,C0276,2026-07-28,E006,이어폰,전자기기,129000,1,0.0,네이버페이,서울,App,verified
ORD000178,C0019,2026-07-10,F004,그래놀라,식품,11000,1,0.15,카드,부산,Web,verified
ORD000179,C0262,2026-07-24,S006,메모지,문구,2500,4,0.0,카드,서울,App,verified
ORD000180,C0164,2026-07-10,E002,마우스,전자기기,29000,3,0.05,카카오페이,부산,App,verified
ORD000181,C0229,2026-07-15,L005,쿠션,생활,35000,2,0.0,기타,서울,App,verified
ORD000182,C0043,2026-07-31,A005,스니커즈,패션,119000,1,0.1,카드,경기,App,verified
ORD000183,C0073,2026-07-21,S002,펜,문구,1800,6,0.0,카드,경기,Web,verified
ORD000184,C0261,2026-07-22,L005,쿠션,생활,35000,2,0.0,카드,서울,Web,verified
ORD000185,C0263,2026-07-31,A001,티셔츠,패션,29000,4,0.1,기타,부산,Web,verified
ORD000186,C0137,2026-07-31,S005,바인더,문구,6500,4,0.0,네이버페이,대구,App,verified
ORD000187,C0034,2026-07-31,F004,그래놀라,식품,11000,1,0.15,네이버페이,대구,Web,verified
ORD000188,C0296,2026-07-17,S004,플래너,문구,12000,7,0.0,카카오페이,서울,Web,verified
ORD000189,C0280,2026-07-31,L002,데스크 램프,생활,39000,2,0.0,기타,부산,Web,verified
ORD000190,C0010,2026-07-23,F006,견과류,식품,13000,1,0.15,카드,대전,App,verified
ORD000191,C0246,2026-07-25,S001,노트,문구,4500,6,0.05,카드,광주,Web,verified
ORD000192,C0112,2026-07-24,F006,견과류,식품,13000,3,0.1,기타,서울,Web,verified
ORD000193,C0239,2026-07-08,L004,디퓨저,생활,28000,2,0.15,네이버페이,부산,Web,verified
ORD000194,C9003,2026-07-13,E001,키보드,전자기기,49000,5,,카드,대구,App,verified
ORD000195,C0108,2026-07-08,E002,마우스,전자기기,29000,3,0.0,카드,서울,Web,verified
ORD000196,C0253,2026-07-08,S005,바인더,문구,6500,4,0.0,카카오페이,경기,App,verified
ORD000197,C0070,2026-07-08,L006,머그컵,생활,14000,3,0.0,계좌이체,경기,App,verified
ORD000198,C0084,2026-07-30,L005,쿠션,생활,35000,2,0.0,카드,부산,Web,verified
ORD000199,C0236,2026-07-13,A004,토트백,패션,32000,1,0.05,카카오페이,경기,App,verified
ORD000200,C0289,2026-07-13,F001,원두,식품,18000,2,0.0,네이버페이,경기,App,verified
ORD000201,C0121,2026-07-22,F001,원두,식품,18000,1,0.05,카카오페이,경기,App,verified
ORD000202,C0275,2026-07-01,S003,형광펜,문구,3200,3,0.0,계좌이체,대전,Web,verified
ORD000203,C0119,2026-07-16,A002,후드,패션,69000,2,0.0,카드,경기,Web,verified
ORD000204,C0125,2026-07-20,S003,형광펜,문구,3200,3,0.0,계좌이체,서울,Web,verified
ORD000205,C0042,2026-07-06,F001,원두,식품,18000,2,0.0,네이버페이,서울,App,verified
ORD000206,C9002,2026-07-24,S004,플래너,문구,12000,7,0.15,카드,서울,Web,verified
ORD000207,C0055,2026-07-26,L006,머그컵,생활,14000,1,0.05,카드,대전,App,verified
ORD000208,C0281,2026-07-21,L005,쿠션,생활,35000,2,0.0,기타,서울,App,verified
ORD000209,C0202,2026-07-19,F003,스낵 세트,식품,15000,3,0.0,카드,부산,Web,verified
ORD000210,C0142,2026-07-29,S006,메모지,문구,2500,4,0.0,카드,서울,Web,verified
ORD000211,C0064,2026-07-23,S005,바인더,문구,6500,4,0.0,카드,대전,Web,verified
ORD000212,C0075,2026-07-22,F002,티 세트,식품,12000,3,,카카오페이,경기,Web,verified
ORD000213,C0182,2026-07-02,F001,원두,식품,18000,1,0.05,카카오페이,대전,App,verified
ORD000214,C0067,2026-07-16,E002,마우스,전자기기,29000,3,0.0,카드,대전,App,verified
ORD000215,C0033,2026-07-23,L002,데스크 램프,생활,39000,2,0.0,카드,서울,Web,verified
ORD000216,C0198,2026-07-31,L002,데스크 램프,생활,39000,2,0.05,카드,부산,Web,verified
ORD000217,C0128,2026-07-02,E005,USB 허브,전자기기,39000,5,0.05,계좌이체,서울,Web,verified
ORD000218,C0291,2026-07-14,E004,웹캠,전자기기,89000,5,0.2,카카오페이,서울,Web,verified
ORD000219,C0287,2026-07-28,L005,쿠션,생활,35000,2,0.0,카카오페이,경기,App,verified
ORD000220,C0188,2026-07-26,E003,모니터,전자기기,239000,1,,카드,서울,Web,verified
ORD000221,C0295,2026-07-01,F006,견과류,식품,13000,1,0.15,계좌이체,광주,App,verified
ORD000222,C0247,2026-07-03,E005,USB 허브,전자기기,39000,5,0.05,카카오페이,서울,App,verified
ORD000223,C0155,2026-07-04,S002,펜,문구,1800,6,0.0,카드,서울,App,verified
ORD000224,C0082,2026-07-09,L002,데스크 램프,생활,39000,2,0.0,카드,부산,Web,verified
ORD000225,C0099,2026-07-19,F002,티 세트,식품,12000,1,0.0,계좌이체,부산,App,verified
ORD000226,C0245,2026-07-17,E001,키보드,전자기기,49000,1,0.0,카드,대전,Web,verified
ORD000227,C0144,2026-07-10,A004,토트백,패션,32000,1,0.05,카카오페이,부산,Web,verified
ORD000228,C0260,2026-07-28,E005,USB 허브,전자기기,39000,5,0.05,카카오페이,경기,App,verified
ORD000229,C0068,2026-07-08,S002,펜,문구,1800,3,0.05,카드,서울,Web,verified
ORD000230,C0278,2026-07-31,E004,웹캠,전자기기,89000,5,0.2,카드,광주,Web,verified
ORD000231,C0074,2026-07-28,S001,노트,문구,4500,8,0.0,카드,대전,Web,verified
ORD000232,C0151,2026-07-03,F001,원두,식품,18000,1,0.05,기타,대전,App,verified
ORD000233,C0083,2026-07-24,F003,스낵 세트,식품,15000,2,0.0,카드,서울,App,verified
ORD000234,C0076,2026-07-28,F004,그래놀라,식품,11000,1,0.15,네이버페이,서울,App,verified
ORD000235,C0191,2026-07-20,A006,재킷,패션,149000,1,0.2,카드,경기,Web,verified
ORD000236,C0285,2026-07-03,E004,웹캠,전자기기,89000,5,,카드,서울,Web,verified
ORD000237,C0122,2026-07-28,S006,메모지,문구,2500,4,0.0,네이버페이,대구,App,verified
ORD000238,C0237,2026-07-21,F002,티 세트,식품,12000,3,0.1,계좌이체,대전,App,verified
ORD000239,C0274,2026-07-19,F001,원두,식품,18000,2,0.0,계좌이체,대전,App,verified
ORD000240,C0155,2026-07-16,L001,텀블러,생활,22000,1,0.0,카드,부산,Web,verified
ORD000241,C0136,2026-07-03,S001,노트,문구,4500,4,0.1,네이버페이,대전,App,verified
ORD000242,C0065,2026-07-28,F005,초콜릿,식품,8000,3,0.05,계좌이체,서울,App,verified
ORD000243,C0123,2026-07-30,F002,티 세트,식품,12000,3,0.1,기타,서울,App,verified
ORD000244,C0253,2026-07-31,E006,이어폰,전자기기,129000,1,0.0,네이버페이,대전,App,verified
ORD000245,C0102,2026-07-14,E002,마우스,전자기기,29000,3,0.0,네이버페이,서울,App,verified
ORD000246,C0182,2026-07-08,A002,후드,패션,69000,2,0.0,카드,경기,App,verified
ORD000247,C0090,2026-07-30,A004,토트백,패션,32000,1,0.05,카드,서울,App,verified
ORD000248,C0206,2026-07-22,E005,USB 허브,전자기기,39000,5,0.05,카드,경기,Web,verified
ORD000249,C0280,2026-07-28,S001,노트,문구,4500,3,0.2,카카오페이,서울,App,verified
ORD000250,C0290,2026-07-14,L006,머그컵,생활,14000,4,0.0,계좌이체,광주,App,verified
ORD000251,C0251,2026-07-05,L006,머그컵,생활,14000,3,0.0,기타,서울,Web,verified
ORD000252,C0257,2026-07-12,S005,바인더,문구,6500,4,0.0,카드,대구,App,verified
ORD000253,C0293,2026-07-08,L006,머그컵,생활,14000,6,0.0,카드,서울,App,verified
ORD000254,C0288,2026-07-22,E003,모니터,전자기기,239000,1,,카드,서울,Web,verified
ORD000255,C0295,2026-07-06,L003,정리함,생활,19000,5,0.0,카카오페이,대구,App,verified
ORD000256,C0128,2026-07-21,F006,견과류,식품,13000,3,0.1,카드,경기,App,verified
ORD000257,C0140,2026-07-08,S001,노트,문구,4500,1,0.05,카드,경기,Web,verified
ORD000258,C0009,2026-07-10,F004,그래놀라,식품,11000,1,0.0,카카오페이,대전,Web,verified
ORD000259,C0134,2026-07-17,S006,메모지,문구,2500,3,0.1,카카오페이,부산,Web,verified
ORD000260,C0087,2026-07-23,F001,원두,식품,18000,2,0.0,카드,부산,App,verified
ORD000261,C0161,2026-07-25,F003,스낵 세트,식품,15000,3,0.0,카드,경기,Web,verified
ORD000262,C0299,2026-07-22,E003,모니터,전자기기,239000,3,,카드,서울,Web,verified
ORD000263,C0060,2026-07-08,F005,초콜릿,식품,8000,1,0.0,카카오페이,경기,App,verified
ORD000264,C0036,2026-07-24,F005,초콜릿,식품,8000,1,0.0,카드,대전,App,verified
ORD000265,C0058,2026-07-27,F002,티 세트,식품,12000,1,0.0,카드,광주,Web,verified
ORD000266,C0133,2026-07-12,E002,마우스,전자기기,29000,3,0.0,카카오페이,광주,App,verified
ORD000267,C0185,2026-07-02,F002,티 세트,식품,12000,3,0.1,카드,부산,Web,verified
ORD000268,C0201,2026-07-01,E003,모니터,전자기기,239000,1,,카카오페이,서울,App,verified
ORD000269,C0136,2026-07-08,F001,원두,식품,18000,1,0.05,카드,경기,Web,verified
ORD000270,C0256,2026-07-22,E003,모니터,전자기기,239000,1,,카드,대전,Web,verified
ORD000271,C0241,2026-07-01,S006,메모지,문구,2500,4,0.0,카드,대구,App,verified
ORD000272,C0158,2026-07-20,E001,키보드,전자기기,49000,1,0.0,카드,대구,Web,verified
ORD000273,C0105,2026-07-28,S002,펜,문구,1800,1,0.1,카드,서울,Web,verified
ORD000274,C0100,2026-07-12,L003,정리함,생활,19000,5,0.0,카드,대구,App,verified
ORD000275,C0099,2026-07-11,E001,키보드,전자기기,49000,1,0.0,카카오페이,서울,App,verified
ORD000276,C0082,2026-07-08,S006,메모지,문구,2500,4,0.0,카카오페이,경기,Web,verified
ORD000277,C0149,2026-07-17,E005,USB 허브,전자기기,39000,5,0.05,카드,서울,App,verified
ORD000278,C0289,2026-07-23,E002,마우스,전자기기,29000,3,0.0,계좌이체,서울,Web,verified
ORD000279,C0015,2026-07-02,S001,노트,문구,4500,4,0.1,카카오페이,서울,App,verified
